URL:,
"https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-22/ed-1/seq-1/;words=%5bu'Influenza', u'INFLUENZA'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=0",https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-22/ed-1/seq-1/ocr/
"https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-22/ed-1/seq-3/;words=%5bu'FLU', u'Flu', u'influenza', u'Influenza', u'Spanish'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=1",https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-22/ed-1/seq-3/ocr/
https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-22/ed-1/seq-4/;words=%5bu'FLU'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=2,https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-22/ed-1/seq-4/ocr/
"https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-22/ed-1/seq-5/;words=%5bu'FLU', u'influenza'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=3",https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-22/ed-1/seq-5/ocr/
"https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-22/ed-1/seq-7/;words=%5bu'FLU', u'Flu', u'Influenza', u'Spanish'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=4",https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-22/ed-1/seq-7/ocr/
"https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-22/ed-1/seq-8/;words=%5bu'flu', u'FLU', u'influenza', u'Influenza', u'Spanish'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=5",https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-22/ed-1/seq-8/ocr/
"https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-22/ed-1/seq-9/;words=%5bu'flu', u'FLU', u'Spanish'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=6",https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-22/ed-1/seq-9/ocr/
"https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-22/ed-1/seq-10/;words=%5bu'influenza', u'Influenza'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=7",https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-22/ed-1/seq-1/ocr/
https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-22/ed-1/seq-12/;words=%5bu'Spanish'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=8,https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-22/ed-1/seq-1/ocr/
"https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-23/ed-1/seq-1/;words=%5bu'FLU', u'Influenza', u'Spanish'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=9",https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-23/ed-1/seq-1/ocr/
"https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-23/ed-1/seq-2/;words=%5bu'Influenza', u'INFLUENZA', u'Spanish', u'SPANISH'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=10",https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-23/ed-1/seq-2/ocr/
"https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-23/ed-1/seq-3/;words=%5bu'influenza', u'Influenza'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=11",https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-23/ed-1/seq-3/ocr/
"https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-23/ed-1/seq-4/;words=%5bu'FLU', u'Influenza', u'influenza', u'SPANISH'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=12",https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-23/ed-1/seq-4/ocr/
"https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-23/ed-1/seq-5/;words=%5bu'Flu', u'influenza', u'Influenza'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=13",https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-23/ed-1/seq-5/ocr/
https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-23/ed-1/seq-6/;words=%5bu'influenza'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=14,https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-23/ed-1/seq-6/ocr/
"https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-23/ed-1/seq-8/;words=%5bu'FLU', u'flu', u'influenza', u'Influenza', u'INFLUENZA', u'Spanish'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=15",https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-23/ed-1/seq-8/ocr/
"https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-23/ed-1/seq-9/;words=%5bu'influenza', u'Influenza'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=16",https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-23/ed-1/seq-9/ocr/
"https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-23/ed-1/seq-10/;words=%5bu'influenza', u'Influenza'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=17",https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-23/ed-1/seq-1/ocr/
https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-23/ed-1/seq-12/;words=%5bu'Flu'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=18,https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-23/ed-1/seq-1/ocr/
"https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-24/ed-1/seq-1/;words=%5bu'FLU', u'flu', u'Influenza'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=19",https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-24/ed-1/seq-1/ocr/
"https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-24/ed-1/seq-2/;words=%5bu'FLU', u'INFLUENZA'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=20",https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-24/ed-1/seq-2/ocr/
"https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-24/ed-1/seq-3/;words=%5bu'influenza', u'Influenza', u'Spanish'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=21",https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-24/ed-1/seq-3/ocr/
"https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-24/ed-1/seq-6/;words=%5bu'flu', u'influenza'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=22",https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-24/ed-1/seq-6/ocr/
"https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-24/ed-1/seq-7/;words=%5bu'flu', u'influenza', u'INFLUENZA', u'Influenza'%5d?date1=1918&date2=1920&searchType=advanced&language=&lccn=sn98069867&proxdistance=5&state=&rows=50&ortext=Spanish+Flu%2C+influenza%2C+Spanish+influenza%2C+pandemic&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&index=23",https://chroniclingamerica.loc.gov/lccn/sn98069867/1918-10-24/ed-1/seq-7/ocr/
